id,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,total,percent_of_total,percent_excluding_air
minecraft:smooth_basalt,0,128,617,1824,4155,7531,9975,12762,15762,17382,19982,22403,25496,28103,30525,33620,35505,37122,38604,39332,39486,39726,40812,41272,40800,41037,41184,41479,41228,40254,39090,38241,37319,37205,36326,36492,37585,38010,37815,37928,38874,39271,40066,40493,40242,39628,38944,38583,37944,37647,37847,38225,37316,37131,37221,37553,38790,39640,40508,40934,40571,40274,39498,38781,37669,36398,36108,36589,36456,37277,37798,38033,38131,38079,37846,37666,37687,37332,37225,36555,36012,35668,35603,35820,35838,36348,37022,37634,38882,39050,38740,37957,36818,34657,32266,30258,27716,24959,22487,20247,18335,15868,13757,12136,9684,7056,4597,2520,927,335,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3456237,0.0415837281,0.048118515
minecraft:deepslate_gold_ore,0,6532,13891,21956,30845,39587,40660,42060,43570,45566,46622,47912,49001,50242,48979,39653,29644,28571,30459,31793,32792,34608,36024,36791,37968,39014,40260,42494,44019,45440,46237,46642,47950,50388,51396,53057,55612,56622,57418,58772,60337,61520,63174,64911,65324,66351,67959,68416,66770,65235,64104,62489,61672,59951,58409,56861,55248,54914,53722,51844,48551,46251,43105,39379,35873,30239,25266,20470,15498,11251,7021,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3156492,0.037977345,0.0439453972
minecraft:calcite,0,11,115,749,2196,4659,6890,9221,11909,14552,15973,18268,20571,23249,25640,28308,30626,31572,32540,32560,32522,33018,32886,32817,33239,33444,32762,32574,32769,32645,31627,30659,30065,29713,29716,29782,30204,30550,30945,31197,30888,31359,31471,31525,31603,31560,31850,31503,31207,31127,30947,30675,30507,30466,30668,30777,31358,31845,32082,32215,32393,31959,31698,31196,30706,30627,30043,29198,29695,30100,31242,30987,30407,30715,30764,30334,30367,30267,29326,28789,29140,29215,29089,29114,29173,28972,29752,30345,30451,31311,31756,31660,31117,29671,28009,25862,23426,20796,18681,16771,14158,12260,10908,8773,6164,3770,1773,520,205,119,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,24,58,88,81,62,52,42,35,27,16,10,10,8,9,8,6,6,5,5,3,5,8,6,3,2,2,8,11,18,17,18,19,15,20,16,11,9,8,5,6,6,4,4,5,4,4,4,13,51,91,120,129,111,100,113,96,85,49,54,61,60,50,65,86,99,88,70,60,55,55,51,46,50,40,37,35,33,28,33,28,22,25,20,22,41,45,48,43,42,40,35,28,25,25,30,43,70,106,121,115,99,77,46,14,4,0,0,0,0,0,0,0,0,2796302,0.0336437177,0.0389307504
minecraft:light_gray_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,1696,7880,20781,30382,8869,684,0,0,0,0,0,0,0,0,0,0,0,1466,3380,24402,57081,54768,14569,4986,28245,63274,60698,15269,1109,0,0,1668,6706,33356,75145,69831,27035,37766,86739,105580,101949,73870,25297,2058,0,0,0,0,0,0,0,2001,10492,44740,98821,90333,96532,62621,29888,2901,0,0,0,0,0,0,0,0,1726,10435,39903,91062,106914,117212,70743,39205,2653,0,0,0,1946,11748,36539,69063,56662,39547,2402,0,1904,10264,31410,61574,53969,37454,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,10683,16011,9783,3948,221,0,0,0,0,0,0,0,0,0,0,0,0,525,8883,14350,10390,2686,768,8210,14049,10502,2452,215,0,0,0,534,6312,11661,7236,931,4833,10897,11835,11889,7213,526,11,0,0,0,0,0,0,0,0,314,3771,11649,8462,11090,4429,84,0,0,0,0,0,0,0,0,0,0,171,1979,8305,4534,7485,2525,0,0,0,0,0,0,0,606,4089,1421,0,0,0,0,0,475,3587,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645440,0.031828621,0.0368304154
minecraft:red_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,444,1545,2930,3101,2273,379,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549,5371,30556,86249,116135,73431,21466,35799,97344,131042,79925,17897,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,24,36,6,0,0,0,0,0,1445,11380,47850,120500,151480,106637,39920,2996,8,12,0,0,0,1930,11659,37791,72069,60754,39074,2517,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,9826,37162,76921,99327,87346,47947,15353,184,0,0,0,0,0,759,7051,30193,62851,80656,68397,34586,11334,84,0,0,0,65,3885,26246,53799,68519,54533,27283,10103,456,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,9073,22518,24540,13185,3329,8732,21719,24210,12676,2546,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,2632,10874,12148,3698,182,0,0,0,0,0,0,0,0,688,4251,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512789,0.03023263,0.0349836181
minecraft:white_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,6,4,0,0,0,0,0,6,8,4,2,0,0,0,0,0,0,0,0,0,0,0,423,511,5021,10011,19538,6307,532,0,0,159,1578,7417,19577,28929,8745,653,0,0,0,0,0,0,0,3,4,4,2,1315,3317,23249,55176,53873,14285,4949,27664,61184,59503,14831,1067,0,0,0,0,1527,6938,33852,76342,70221,28004,36623,78749,71328,24886,5891,7797,13106,15920,14691,13008,10464,8045,2979,499,2038,10553,41672,66714,59088,31044,12121,33968,73678,63352,32224,3067,0,0,0,0,0,1762,10551,37725,79791,68600,38705,2745,0,0,0,0,0,1934,11754,35970,68012,56379,39495,2362,0,1875,10120,30865,61160,53773,37027,1937,0,0,11,23,22,1867,10505,30421,54857,50525,29878,689,0,0,0,0,0,0,0,11,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,11444,16780,9989,5119,272,0,0,0,511,10762,16050,9840,4014,221,0,0,0,0,0,0,0,0,0,0,0,0,519,9082,14608,10237,2750,767,8291,14065,10566,2518,213,0,0,0,0,0,409,5875,10882,7039,921,4477,10865,7320,604,20,0,0,0,0,0,0,0,0,0,0,310,3724,11358,4564,112,268,3300,9258,4233,115,0,0,0,0,0,0,0,161,1893,7802,2811,2,0,0,0,0,0,0,0,0,582,4049,1351,0,0,0,0,0,430,3583,1022,0,0,0,0,0,0,0,0,0,48,3266,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484105,0.0298875184,0.0345842729
minecraft:yellow_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,713,2610,8875,9037,682,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,10447,42093,105683,144129,138828,154329,179314,175694,102447,37874,3132,12,6,0,17,11,21,6,8,0,0,0,0,12,8,13,8,10,0,0,5,0,10,0,0,0,1813,11982,40930,98204,140578,146094,88969,37888,12191,29799,55091,51414,31115,953,1839,10105,30611,52909,47144,26873,511,0,0,0,0,8,9,18,1,10,0,11,0,0,0,0,0,0,9,19,21,20,6,0,0,0,0,0,12,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847,20777,23543,13964,9292,1054,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,3789,13197,13969,7789,12499,16090,13173,4219,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,4301,5266,5010,890,0,0,57,3586,678,0,0,0,0,5,2295,273,0,0,0,0,0,0,0,0,0,2214142,0.0266394575,0.0308257869
minecraft:amethyst_block,0,0,1,39,520,2041,3944,6056,8207,10652,13181,14996,16753,19034,21634,23796,25272,26196,25769,26031,26490,26216,25521,25673,25931,25569,25417,25138,24768,24373,24248,23891,23562,23455,23332,23330,23163,23797,24390,24216,24381,24194,23877,23727,23603,23885,24427,24704,24929,24649,24047,23833,24348,24748,24943,25120,24475,24382,24462,24228,24345,24466,24377,24146,24116,24178,23981,23972,23806,24084,23670,23923,24145,23969,23791,24218,23759,23030,22422,22410,22510,23047,23274,22621,22333,22749,22882,23223,23525,23673,24501,25092,25173,24949,23752,21711,19452,17318,15250,12747,11066,9580,7346,4918,2546,833,167,60,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176691,0.0261888657,0.0303043855
minecraft:deepslate_diamond_ore,0,12490,25010,36791,48268,59964,58942,57286,56607,56065,54089,52821,51813,51452,50692,49566,48393,47747,46572,45589,44528,43481,41996,40699,39707,39928,38725,38301,38244,36563,35705,34609,34072,33429,32865,32147,31380,30839,29467,28615,28001,27547,27165,26331,25685,24428,24028,23517,22416,21637,21228,20420,20166,19129,18357,17432,16940,16276,15416,14976,13876,12752,11166,10235,9231,7261,5683,4558,3249,2314,1416,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2148898,0.0258544741,0.0299174451
minecraft:tall_seagrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,5,6,13,22,16,19,22,14,13,21,25,32,32,43,59,87,133,135,133,145,193,193,184,226,237,256,292,293,275,261,263,328,427,523,1010,1366,1251,1238,1366,1687,2052,2278,2876,3508,3680,3897,4041,4384,5390,9242,18213,33755,55910,83043,110238,130341,137898,129214,87146,52487,50326,50653,54670,71939,113187,163792,131301,74120,71905,68877,65159,59879,52846,45901,39947,33827,27546,22546,18482,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117598,0.0254778881,0.0294816794
minecraft:deepslate_lapis_ore,0,4354,8456,12755,17014,21172,21411,21040,21198,21147,20563,20417,20430,20214,19968,20044,20309,20385,19945,19578,19452,19278,19522,18948,19471,19407,19139,18757,19068,18880,19786,20752,21604,22961,24196,25314,26303,27526,29070,29968,30999,32329,33102,34325,35335,35900,37080,38685,39336,40994,42102,43626,44353,46081,47058,48501,49473,50370,52001,53278,52657,52479,50587,48783,46149,39018,32372,26171,20256,15032,9621,4770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022625,0.0243352201,0.0281594438
minecraft:spruce_leaves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,4,0,4,1,0,0,0,20,4,20,4,24,25,6,10,20,4,20,32,20,29,24,4,24,50,55,65,93,64,58,32,55,87,29,31,78,92,56,78,131,78,103,139,190,212,315,7988,18987,24857,27893,32485,34030,38487,39054,40249,36740,34244,30217,27970,24898,24315,20925,21296,18059,19496,18359,20435,19264,20549,18068,18569,17476,18052,17204,18164,19151,19803,20357,21376,20877,20505,19615,19773,17348,15944,13964,14004,11516,11441,10312,10616,9955,10769,10168,10897,11542,12266,12849,14402,13502,14065,12544,12017,10895,11971,11747,12918,13087,14305,14479,13454,13978,13942,13488,12843,11801,11411,11067,10884,9688,10884,12137,12874,13341,13859,13629,14169,13115,12455,10743,11768,9658,10558,8989,8635,7845,8662,8233,8606,7396,8228,6500,6665,4852,5181,4530,4966,3778,4290,3579,3397,3349,3889,3808,4694,4189,4422,3881,3431,3223,4343,5620,6441,7260,7610,7658,7976,7109,6859,5581,5896,4302,4326,3411,3417,2618,3044,2464,2482,1944,2507,2080,1952,1621,1766,1609,1809,1581,1573,1335,1188,916,837,857,996,904,885,769,931,844,1005,1509,1485,1446,1717,1855,1987,1573,1609,1534,1601,1436,1311,1142,1125,911,1890,3130,4453,4820,5192,4528,4064,3317,2747,1858,1671,1210,1198,987,1206,698,838,700,828,548,707,526,620,584,826,752,937,1040,925,758,811,625,553,420,350,295,363,230,273,176,675,1492,2042,2554,2688,2741,2664,2445,2544,2165,2276,2150,1804,1437,1395,935,578,474,371,250,141,106,47,46,29,6,50,65,68,31,55,13,2,5,1,0,0,0,0,0,4,44,20,4,20,5,1885351,0.0226836074,0.026248284
minecraft:snow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,4,7,9,11,20,16,15,17,27,27,43,34,65,95,140,107,85,101,83,83,74,87,125,116,90,95,92,132,164,175,193,204,180,165,208,213,210,187,277,548,729,682,799,846,1121,650,498,428,482,642,753,727,795,829,856,48247,44303,25206,27390,28640,28513,29472,28654,26588,25931,19054,18734,18480,17917,17886,16850,15832,15385,17189,16589,15762,16372,15721,15067,14423,13511,19142,17257,16284,16373,15934,15382,14508,14419,14198,13750,13576,13388,13139,12907,12162,11641,12993,12521,12448,11538,11560,10744,10441,10481,13598,12459,11548,11016,10575,9951,9732,9087,12615,11901,10794,10098,9610,9249,8703,8059,9082,8709,7965,7756,7150,6878,7138,6659,12661,11053,10091,9565,8604,8512,8139,7689,6589,6287,5809,5635,5340,4970,4921,4791,5286,5131,4963,5225,5263,5312,5549,5107,5935,5233,5553,5745,6067,5258,5558,5081,8141,6701,6728,6040,6051,5102,5024,4576,12371,9937,8958,9029,7251,6462,6384,6289,6592,6091,5869,5569,5688,4735,4583,4326,4142,3743,4118,3871,3772,3402,3916,3841,4140,3803,3781,3801,3865,3449,3401,3279,3828,3576,3461,3365,3377,3170,2963,2837,5333,4834,4368,4234,4515,4410,4487,3929,4374,4015,3622,3462,3448,3118,2934,2785,11543,9278,8014,7622,5913,5033,4829,4052,4204,3948,3576,2712,2645,2021,1904,1657,3223,2814,2673,2380,2266,1912,1895,1603,5242,4292,3310,2872,2616,2474,1991,1913,2031,1910,1663,1575,1536,1339,1276,1109,6511,6198,5858,4732,3750,3281,3386,3043,3825,3195,3213,2443,1979,1567,1184,1096,1872,1270,744,586,446,315,280,266,418,354,253,198,183,183,145,157,462,315,342,408,514,588,390,362,334,305,305,282,284,328,737,1870147,0.0225006804,0.0260366105
minecraft:moss_block,0,0,0,0,0,2,2,1,4,518,833,1758,2693,3698,4381,4962,4638,5254,6120,6957,7867,10271,13796,14305,8614,12674,15706,16994,17567,17661,18248,19350,15165,19047,23818,25223,25975,27831,29456,29820,24159,28906,32414,33830,35566,37068,39545,42935,35388,49918,53361,48692,45945,42644,41989,42508,35618,44887,43947,41245,40785,39267,37740,33048,24930,22182,17010,12723,11347,10373,9653,8858,7584,8617,8351,6400,4978,4201,3497,2927,2430,3545,3985,4508,4194,4291,4648,4666,3713,3772,3302,2392,2109,1924,1984,1904,1717,2046,1628,1297,1111,1092,1012,908,569,581,760,865,736,596,678,617,457,496,544,470,379,470,479,331,346,432,595,664,675,643,1305,1519,1656,1965,1995,1904,2165,2547,2508,2535,2130,2672,2951,2841,2508,2479,2830,2549,2362,2815,2834,3067,2936,2593,1947,1732,1739,2587,3205,3006,2779,2464,2024,1906,1542,1596,1898,2036,2149,1977,1727,1632,1336,1391,1556,1514,1411,1337,1188,935,697,716,838,912,853,822,954,945,714,769,812,836,891,773,707,573,493,496,565,610,579,625,689,600,483,430,414,370,355,309,231,184,118,132,88,53,51,53,44,23,45,53,112,89,47,36,51,60,82,51,64,91,39,25,27,30,12,63,66,68,77,92,44,30,38,41,38,50,27,28,34,15,22,44,51,68,66,47,57,58,42,33,45,55,41,35,40,109,87,40,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732473,0.0208442552,0.0241198818
